date,id,news_heading_eng,news_heading_swa,news_type
2021-08-04,bbc563,1998 bombings : has kenya paid a high price in lives in the war on terror ?,milipuko ya 1998 : je kenya imelipa gharama kubwa ya maisha katika vita dhidi ya ugaidi ?,Local News
2020-04-25,bbc238,corona virus : information that is incorrect about corona spread in africa ?,virusi vya corona : taarifa ambazo sio sahihi kuhusu kuenea kwa corona barani afrika ?,International news
2021-06-28,tl407,drama kidnapping suspects being caught,tamthiliya za utekaji nyara watuhumiwa wakamatwa,Local News
2021-03-29,tl1806,sossion called on the government to open schools in may,sossion alitoa wito kwa serikali kufungua shule mwezi mei,Local News
2021-07-25,tl578,the government will pay sh14 billion in compensation to those attacked by wildlife - balala,serikali italipa fidia ya sh14 bilioni kwa wale walioshambuliwa na wanyamapori - balala,Local News
2021-03-29,tl1805,relief for the residents of machakos governor mutua reduces the cost of living,afueni kwa wakazi wa gavana wa machakos mutua yapunguza gharama ya maisha,Local News
2021-03-25,tl1781,mku plan to build a modern hospital,mpango wa mku kujenga hospitali ya kisasa,Health news
2021-09-02,tl790,women are the great reward we should be proud of,wanawake ni zawadi kubwa tunayopaswa kujivunia,Local News
2019-11-13,bbc76,will the nation be able to get an accurate figure of people with the hiv virus ?,je taifa litaweza kupata takwimu sahihi ya watu wenye virusi vya ukimwi ?,Health news
2021-02-05,tl1495,you are not 'hasla ' you were closer to elder moi even than gideon moi kalonzo tells ruto,wewe si 'hasla ' ulikuwa karibu na mzee moi hata kuliko gideon moi kalonzo amwambia ruto,Local News
2021-08-06,bbc566,bombings of 1998 : how was al shabaab able to attack the interior of east africa ?,mabomu ya 1998 : al shabaab waliwezaje kushambulia maeneo ya ndani ya afrika mashariki ?,Local News
2021-12-16,bbc594,kenyans find solace in the countryside after corona drove them out of the city,wakenya wapata faraja mashambani baada ya corona kuwafurusha nje ya jiji,Local News
2021-10-24,bbc587,the british embassy in kenya reports the murder of agness wanjiru,ubalozi wa uingereza nchini kenya unaripoti mauaji ya agnes wanjiru,International news
2021-09-09,tl825,thousands are still fighting to go to saudi arabia,maelfu bado wanapigana kwenda saudi arabia,Local News
2021-02-08,tl1508,ruto insists he will be a pastor when he retires from politics .,ruto anasisitiza kuwa atakuwa mchungaji atakapostaafu siasa .,Local News
2021-04-17,tl1260,alternative system help kra collect sh21 billion,mfumo mbadala wasaidia kra kukusanya sh21 bilioni,Financial news
2022-07-14,tl141,raila interferes with ruto 's conversation malwa,raila aingilia mazungumzo ya ruto malwa,Local News
2021-06-23,tl355,zalia counties delayed allocation of national treasury funds,kaunti za zalia zachelewesha ugawaji wa fedha za hazina ya kitaifa,Financial news
2021-08-24,tl734,the major disadvantage of the conference of governors being cancelled,hasara kubwa ya mkutano wa magavana kufutwa,Local News
2021-03-30,bbc475,find out the reasons why airlines in africa suffer losses,jua sababu zinazofanya mashirika ya ndege barani afrika kupata hasara,International news
2019-09-23,bbc34,7 students die after falling from the roof of a classroom in kenya,wanafunzi 7 wafariki baada ya kuangukiwa na paa la darasa nchini kenya,Local News
2021-06-05,tl181,elders clean agikuyu altar,wazee wasafi madhabahu ya agikuyu,Local News
2021-08-27,tl753,the government plans to vaccinate millions,serikali yapanga kutoa chanjo kwa mamilioni,Health news
2021-07-03,tl428,two policemen shoot each other while arguing with a girl,polisi wawili wapigana risasi wakibishana na msichana,Local News
2020-06-05,bbc294,corona virus : residents of old town and eastleigh under curfew complain about what they are going through in kenya,virusi vya corona : wakaazi wa old town na eastleigh chini ya marufuku ya kutotoka nje walalamika kuhusu wanayopitia kenya,Local News
2022-01-02,tl3,victims of the mukuru-kayaba fire tragedy receive aid,waathiriwa wa janga la moto la mukuru-kayaba wapokea msaada,Local News
2021-07-29,tl607,fear the number of corona infections rising again in the country,hofu ya idadi ya maambukizi ya corona kuongezeka tena nchini,Local News
2021-09-20,tl898,famine : the government begins to distribute food water,njaa : serikali yaanza kusambaza chakula maji,Local News
2021-08-27,tl758,balaa belua 3 elderly being killed for allegations of superstition,balaa belua 3 wazee wauawa kwa tuhuma za ushirikina,Local News
2021-04-30,tl1320,overcrowding of patients in hospitals,msongamano wa wagonjwa hospitalini,Health news
2021-06-21,tl316,if you have a will there is a way,kama una mapenzi kuna njia,Entertainment news
2021-08-30,tl772,former nairobi county mca jailed for 2 years for corruption,aliyekuwa mca wa kaunti ya nairobi afungwa jela miaka 2 kwa ufisadi,Local News
2020-07-20,bbc331,corona virus : why some kenyans do not believe there is corona,virusi vya corona : kwa nini baadhi ya wakenya hawaamini kuwa kuna corona,Local News
2021-05-05,tl1343,mwathi elected chairman of the security committee in parliament,mwathi achaguliwa kuwa mwenyekiti wa kamati ya usalama bungeni,Local News
2021-06-08,tl202,legalizing or delegalizing marijuana will require appropriate policy,kuhalalisha au kukabidhi bangi kutahitaji sera sahihi,Local News
2021-06-11,tl259,fkf succeeds 11 nairobi clubs to receive astrazeneca 's second vaccination,fkf yafanikiwa klabu 11 za nairobi kupokea chanjo ya pili ya astrazeneca,Health news
2021-07-06,tl458,new research encourages benefits of getting vaccinated,utafiti mpya wahimiza faida za kupata chanjo,Health news
2021-05-10,tl1373,coastal lack of water while sh70b projects are stalled,ukosefu wa maji pwani huku miradi ya sh70b ikikwama,Local News
2022-06-11,tl100,3 docked for alleged ivory theft,3 kutia nanga kwa madai ya wizi wa pembe za ndovu,Local News
2021-02-16,tl1560,nurses recognize child thief mother lucy hospital,wauguzi waitambua hospitali ya mtoto mwizi mama lucy,Local News
2019-08-22,bbc11,the life of being bisexual has been a challenge for mary waithera or james karanja,maisha ya kuwa na jinsia mbili yamekuwa changamoto kwa mary waithera au james karanja,Local News
2021-03-17,tl1733,1.4 million kenyans face hunger - report .,wakenya milioni 1.4 wanakabiliwa na njaa - ripoti .,Local News
2020-11-26,bbc422,the uae has suspended the issuance of visas to kenyans and 12 other muslim countries,uae imesitisha utoaji wa visa kwa wakenya na nchi nyingine 12 za kiislamu,International news
2020-04-15,bbc223,ken walibora : the famous kenyan novelist famous for the book siku njema has died,ken walibora : mtunzi mashuhuri wa riwaya mkenya maarufu kwa kitabu siku njema amefariki dunia,International news
2020-11-22,bbc417,kenya : the police identified a gang of criminals who deceive girls through the internet,kenya : polisi waligundua genge la wahalifu wanaowalaghai wasichana kupitia mtandao,Local News
2022-07-11,bbc511,kenyan elections 2022 : misinformation on the internet about education certificates,uchaguzi wa kenya 2022 : taarifa potofu kwenye mtandao kuhusu vyeti vya elimu,Local News
2021-09-23,tl913,the cartoonist of 'taifa leo ' shines,mchora katuni wa 'taifa leo ' ang'ara,Entertainment news
2021-05-24,tl1449,fishermen sue the government again about compensation,wavuvi waishtaki serikali tena kuhusu fidia,Local News
2021-12-02,tl1117,judge rejects language complaint,jaji akataa malalamiko ya lugha,Local News
2020-02-10,bbc156,some kenyans drink milk soda and snacks at moi 's funeral ?,wakenya wengine hunywa maziwa soda na vitafunwa kwenye mazishi ya moi ?,Local News
2020-06-21,bbc312,corona virus : 260 people are confirmed to have the virus within 24 hours in kenya,virusi vya corona : watu 260 wamethibitishwa kuwa na virusi ndani ya saa 24 nchini kenya,Local News
2019-09-01,bbc22,kenya : a school that used to be a british prison camp,kenya : shule iliyokuwa kambi ya magereza ya uingereza,Local News
2021-04-02,tl1175,the portuguese who sent a drone to ruto 's residence is charged,mreno aliyetuma ndege isiyo na rubani katika makazi ya ruto ashtakiwa,International news
2019-08-16,bbc2,baktash akasha : mombasa 's main drug trafficker to be sentenced today in the united states,baktash akasha : mlanguzi mkuu wa dawa za kulevya mombasa ahukumiwa leo nchini marekani,International news
2020-08-13,bbc348,earthquake in tanzania : 'my chair swayed from side to side in nairobi ',tetemeko la ardhi nchini tanzania : 'kiti changu kiliyumba huku na huko nairobi ',Local News
2022-06-18,tl109,chama chakana wajackoyah will entertain nyeri,chama chakana wajackoyah atamburudisha nyeri,Local News
2021-03-30,tl1812,kcse : officer abambawa na magoha helping candidates with fraud,kcse : afisa abambawa na magoha awasaidia wagombea kwa udanganyifu,Local News
2021-06-11,tl241,agriculture chatengewa sh60b,kilimo chatengewa sh60b,Local News
2021-05-30,tl1463,call on the government to provide sodo for free,wito kwa serikali kutoa sodo bure,Local News
2020-10-14,bbc394,bobi wine 's office was raided in uganda,ofisi ya bobi wine ilivamiwa nchini uganda,Local News
2021-10-04,tl994,families are authorized to own land of sh2b,familia zimeidhinishwa kumiliki ardhi ya sh2b,Local News
2021-07-10,tl472,politically inciting videos deleted online,video za kuchochea kisiasa zafutwa mitandaoni,Local News
2021-06-15,tl293,family worries after finding body that was disappeared from grave,wasiwasi wa kifamilia baada ya kupata mwili uliotoweka kaburini,Local News
2021-12-11,tl1130,administrators explain the steps taken by mku in providing college training,wasimamizi waeleza hatua zilizochukuliwa na mku katika kutoa mafunzo chuoni,Local News
2020-09-16,bbc371,county governments in kenya have been ordered to send their employees on vacation,serikali za kaunti nchini kenya zimeagizwa kuwatuma wafanyikazi wao likizo,Local News
2021-10-07,tl1006,kenya celebrates culture day,kenya yaadhimisha siku ya utamaduni,Local News
2021-06-16,bbc545,the lawyer of the revival sheikhs talks about their release,mwanasheria wa masheikh wa uamsho akizungumzia kuachiliwa kwao,Local News
2021-06-12,tl270,kenya has again vaccinated 2000 sportsmen,kenya imewachanja tena wanamichezo 2000,Sports news
2019-11-04,bbc72,the chief justice of kenya says he is being plotted and threatened to leave his duties where ?,jaji mkuu wa kenya anasema anapangwa na kutishiwa kuacha majukumu yake wapi ?,Local News
2020-05-29,bbc286,corona virus : 127 people confirmed to be infected with corona in kenya,virusi vya corona : watu 127 wamethibitishwa kuambukizwa virusi vya corona nchini kenya,Local News
2021-09-29,tl957,if we reduce the price of oil we will be burdened to finance government activities - ministry of finance,tukipunguza bei ya mafuta tutaelemewa mzigo wa kugharamia shughuli za serikali - wizara ya fedha,Local News
2021-02-18,tl1572,nlc wants the squatters since colonial times to be given shelter,nlc yataka vigogo hao tangu enzi za ukoloni wapewe hifadhi,Local News
2021-06-15,tl292,the parents ' association wants the government to prosecute head teachers who charge illegal fees,chama cha wazazi kinaitaka serikali kuwashtaki walimu wakuu wanaotoza ada haramu,Local News
2021-04-12,tl1235,household elders threaten to curse those who insinuated the deputy governor,wazee wa kaya watishia kuwalaani waliomkashifu naibu gavana,Local News
2021-08-17,tl703,six policemen associated with the murder of brothers wawilli of embu arrested,polisi sita wanaohusishwa na mauaji ya ndugu wawilli wa embu wakamatwa,Local News
2021-12-27,tl1156,complex bill of parties to be discussed on wednesday,muswada tata wa vyama kujadiliwa jumatano,Local News
2021-10-26,tl1068,ruto raila use social media to talk to youth,ruto raila watumia mitandao ya kijamii kuzungumza na vijana,Local News
2021-04-17,tl1264,center of excellence in danger of fading after his death,kituo cha ubora katika hatari ya kufifia baada ya kifo chake,Local News
2021-05-04,tl1335,the chief justice should be appointed if he receives his purse then his predecessor officially leaves suggests cherargei,jaji mkuu ateuliwe iwapo atapokea mkoba wake basi mtangulizi wake aondoke rasmi apendekeza cherargei,Local News
2021-07-06,tl457,poachers jailed for 16 years,majangili wafungwa jela miaka 16,Local News
2021-05-24,tl1451,bakery companies warned against misleading customers about dates,kampuni za bakery zaonywa dhidi ya kupotosha wateja kuhusu tarehe,Local News
2021-03-01,tl1631,pressure mp to pay ex-boyfriend sh200000 every month,mbunge wa shinikizo kumlipa mpenzi wa zamani sh200000 kila mwezi,Local News
2021-12-16,tl1145,robbery suspect killed by shooting by mukuru-mariguini police,mshukiwa wa ujambazi auawa kwa kupigwa risasi na polisi wa mukuru-mariguini,Local News
2021-10-21,tl1057,chief justice to swear in six judges if president uhuru kenyatta does not swear in within 14 days,jaji mkuu kuwaapisha majaji sita iwapo rais uhuru kenyatta hataapa ndani ya siku 14,Local News
2022-03-22,tl39,ntsa offers new training for drivers,ntsa yatoa mafunzo mapya kwa madereva,Local News
2020-10-15,bbc395,tanzanian government to use aircraft to put out the fire on mount kilimanjaro,serikali ya tanzania kutumia ndege kuzima moto kwenye mlima kilimanjaro,Local News
2020-12-27,bbc446,the mosque named 'jesus christ ' attracted the attention of many on the internet,msikiti huo uliopewa jina la 'yesu kristo ' ulivutia hisia za wengi kwenye mtandao,Local News
2022-02-02,bbc614,bbc rose : lucy nyawira a pastor who hid her hiv infection from her husband for seven years,bbc rose : lucy nyawira mchungaji ambaye alimficha mumewe maambukizi ya vvu kwa miaka saba,Local News
2020-11-27,bbc423,nec : we have received the names of special seats from chadema,nec : tumepokea majina ya viti maalum kutoka chadema,Local News
2022-06-02,tl88,president kenyatta says his government has improved the ict sector,rais kenyatta asema serikali yake imeboresha sekta ya tehama,Local News
2021-04-28,bbc492,east africa : get to know the stars of tanzania kenya and uganda who fly the flag of east africa in the world,afrika mashariki : wafahamu nyota wa tanzania kenya na uganda wanaopeperusha bendera ya afrika mashariki duniani,Local News
2022-04-29,bbc651,mwai kibaki : know the contribution of president kibaki in the politics of 2022,mwai kibaki : jua mchango wa rais kibaki katika siasa za 2022,Local News
2021-08-27,tl754,kianjokoma : arrested police request dpp to be released,kianjokoma : akamatwa polisi waomba dpp aachiwe huru,Local News
2022-07-25,bbc517,when it reached the eac common market it is not lacking even though it needs a 'healer ',ilipofikia soko la pamoja la eac haikosi ingawa inahitaji 'mganga ' .,Local News
2021-04-13,tl1237,mku on the front line in sports matters,mku kwenye mstari wa mbele katika masuala ya michezo,Sports news
2021-04-10,tl1224,odm mps criticize the demolition of njiru .,wabunge wa odm wakosoa ubomoaji wa njiru .,Local News
2019-09-19,bbc33,two kenyan women swap their husbands,wanawake wawili wa kenya hubadilishana waume zao,Local News
2021-03-08,tl1675,soldiers and health workers nakuru vaccination,wanajeshi na wahudumu wa afya nakuru chanjo,Health news
2021-09-07,tl817,constant power outages in kang'oo,kukatika kwa umeme mara kwa mara huko kang'oo,Local News
2021-03-02,tl1636,how the maasai promote tourism through moran festivals,jinsi wamasai wanavyokuza utalii kupitia sherehe za moran,Local News
2021-12-14,tl1139,colleges that offer agricultural studies are encouraged to have short courses to sharpen students apart from the professions they study,vyuo vinavyotoa masomo ya kilimo vyahimizwa kuwa na kozi fupi za kunoa wanafunzi mbali na taaluma wanazosoma,Local News
2021-06-23,tl352,a young man is injured after being attacked by a hippopotamus,kijana mmoja ajeruhiwa baada ya kushambuliwa na kiboko,Local News
2020-04-01,bbc203,while some are awake looking for children others have no desire to have children,wakati wengine wako macho kutafuta watoto wengine hawana hamu ya kupata watoto,Local News
2019-10-02,bbc42,a strange zebra that was found in kenya has now moved to tanzania,pundamilia wa ajabu aliyepatikana nchini kenya sasa amehamia tanzania,Local News
2021-02-22,tl1594,maangi opposes allegations of organizing some leaders to be heroned at the funeral of elder nyachae,maangi apinga madai ya kuandaa baadhi ya viongozi kurithishwa katika mazishi ya mzee nyachae,Local News
2021-10-17,tl1036,kdf reveals it captured kismayu by al-shabaab,kdf yafichua kuwa iliteka kismayu na al-shabaab,Local News
2021-03-04,tl1657,echesa akamatwe once - chebukati,echesa akamatwe mara moja - chebukati,Local News
2021-07-13,tl486,the court is shown the video of sharon 's body the case against obado begins,mahakama inaonyeshwa video ya mwili wa sharon kesi dhidi ya obado yaanza,Local News
2021-11-05,tl1079,kemsa 's 'reform ' receives objections,'mageuzi ' ya kemsa yapokea pingamizi,Local News
2021-09-02,tl793,dci investigates the case of children imprisoned,dci yachunguza kesi ya watoto waliofungwa,Local News
2021-06-16,tl296,three students of thika school for the blind are pregnant,wanafunzi watatu wa shule ya thika kwa vipofu ni wajawazito,Local News
2021-04-02,tl1172,police ahepa kazi mombasa chasing mother 's love who met online,polisi ahepa kazi mombasa kufukuza upendo wa mama aliyekutana mtandaoni,Entertainment news
2021-02-13,bbc459,corona virus : how corona affects swahili life and culture,virusi vya corona : jinsi corona inavyoathiri maisha na utamaduni wa waswahili,Local News
2021-12-17,tl1148,corn milling companies suspend their activities,kampuni za kusaga mahindi zasitisha shughuli zake,Local News
2021-07-25,tl579,physicians are warned against treating what they do not understand,madaktari waonywa dhidi ya kutibu kile wasichokielewa,Health news
2021-05-06,tl1348,president kenyatta warns ministers to be careless,rais kenyatta awaonya mawaziri kuwa wazembe,Local News
2020-01-28,bbc139,four patients suspected of having the corona virus are being examined in ethiopia,wagonjwa wanne wanaoshukiwa kuwa na virusi vya corona wanachunguzwa nchini ethiopia,Health news
2021-02-02,tl1480,organizations blame dpp for dropping cases against police,mashirika yamlaumu dpp kwa kufuta kesi dhidi ya polisi,Local News
2021-09-16,tl875,beach : summer brings disaster,pwani : majira ya joto huleta maafa,Local News
2021-06-22,bbc546,gaddafi 's `` castle in the air '' lands at home in libya after a decade,ngome angani ya gaddafi yatua nyumbani libya baada ya muongo mmoja,Local News
2019-09-10,bbc26,what is the influence of the networks in wedding preparations ?,je mitandao ina ushawishi gani katika maandalizi ya harusi ?,Entertainment news
2022-07-20,tl147,mang ' u shines in the mathematics competition,mang ' u ang'ara katika mashindano ya hisabati,Entertainment news
2020-09-24,bbc378,officials involved in the corruption of millions of dollars in relation to corona devices in kenya to be named,maafisa waliohusika katika ufisadi wa mamilioni ya dola kuhusiana na vifaa vya corona nchini kenya kutajwa,Local News
2020-06-04,bbc291,corona virus : photos of those escaping quarantine centers published in kenyan newspapers,virusi vya corona : picha za wale waliotoroka vituo vya karantini zilizochapishwa katika magazeti ya kenya,Local News
2021-09-25,tl925,10 old housewives claiming salary,wazee 10 wa nyumbani wanaodai mshahara,Local News
2022-05-05,tl69,sonko threatens to 'steam the robe ',sonko atishia 'kuanika vazi ',Local News
2021-08-03,tl629,co-accused mp rigathi gachagua denied sh7.4 billion corruption,mbunge mwenza rigathi gachagua akanusha ufisadi wa sh7.4 bilioni,Local News
2019-12-27,bbc124,why are the kenyan police warned about their hair ?,kwa nini polisi wa kenya wanaonywa kuhusu nywele zao ?,Local News
2021-10-21,tl1058,matatu owners are excited about kafyu 's removal,wamiliki wa matatu wafurahishwa na kuondolewa kwa kafyu,Local News
2020-09-20,bbc374,why is the situation in the ruling jubilee party in kenya 'incomprehensible ' ?,kwa nini hali katika chama tawala cha jubilee nchini kenya 'haieleweki ' ?,Local News
2021-06-23,tl353,bitok filter queen strikers squad,kikosi cha washambuliaji malkia wa bitok filter,Local News
2021-09-10,tl834,oil absorbers from the depot are arrested in the city,wanyonyaji mafuta kutoka ghalani wakamatwa mjini,Local News
2020-03-17,bbc191,coronavirus : countries in which you will be imprisoned if you violate the instructions to control the corona virus,coronavirus : nchi ambazo utafungwa ikiwa utakiuka maagizo ya kudhibiti virusi vya corona,International news
2020-03-04,bbc175,is diamond platinumz and tanasha dona 's love story in the sand or are they commercial kicks ?,hadithi ya diamond platinumz na tanasha dona iko mchangani au ni mateke ya kibiashara ?,Entertainment news
2021-02-09,bbc455,magufuli has no plans to extend another term,magufuli hana mpango wa kuongeza muda mwingine,Local News
2021-07-09,tl469,will the trade agreement between kenya and the uk benefit small farmers ?,je makubaliano ya kibiashara kati ya kenya na uingereza yatawanufaisha wakulima wadogo ?,Local News
2021-05-04,tl1336,the fear of leaders drowns the youth in terrorism - judge said,hofu ya viongozi yawazamisha vijana katika ugaidi - jaji said,Local News
2020-09-27,bbc381,the way the three kenyan families ruled kenyan politics will there be a change ?,jinsi familia tatu za wakenya zilivyotawala siasa za kenya kutakuwa na mabadiliko ?,Local News
2019-08-22,bbc10,the closure of recreational areas during the census sparked a debate in kenya,kufungwa kwa maeneo ya burudani wakati wa sensa kulizua mjadala nchini kenya,Local News
2021-03-03,tl1643,any politician who should not swear again like raila is illegal - mudavadi,mwanasiasa yeyote asiyepaswa kuapa tena kama raila ni haramu - mudavadi,Local News
2021-09-11,tl835,corona contributes to 400000 students interrupting studies,corona yachangia wanafunzi 400000 kukatiza masomo,Local News
2021-06-23,tl344,impatience and pupa do not bring success in life,kukosa uvumilivu na pupa hazileti mafanikio maishani,Local News
2021-09-27,tl940,the one who pretended to be sterile and entered knh to steal a child was tested for madness,yule aliyejifanya mwendawazimu na kuingia knh kuiba mtoto alipimwa kwa wazimu,Local News
2021-03-12,tl1700,matiang ' i emphasizes the need for the court dci and dpp to cooperate in performance,matiang ' i asisitiza haja ya mahakama dci na dpp kushirikiana katika utendaji,Local News
2021-10-13,bbc585,agnes tirop : kenyan president uhuru kenyatta orders the police to investigate the murder of an olympic athlete,agnes tirop : rais wa kenya uhuru kenyatta aamuru polisi kuchunguza mauaji ya mwanariadha wa olimpiki,Sports news
2021-04-19,tl1269,sharon 's murder trial officially begins dpp says .,kesi ya mauaji ya sharon inaanza rasmi dpp anasema .,Local News
2021-11-07,tl1084,pastors recommend corporal punishment be returned to schools,wachungaji wapendekeza adhabu ya viboko irudishwe shuleni,Local News
2021-07-22,tl559,eid : leaders break islamic custom for political reasons,eid : viongozi wavunja desturi ya kiislamu kwa sababu za kisiasa,Local News
2021-06-29,tl417,lawyers begin to explain to the court why bbi should be adopted,mawakili waanza kueleza mahakama kwa nini bbi inapaswa kupitishwa,Local News
2021-03-08,tl1674,ig to take action against police officers who fired tear gas at mp korir - ncic .,ig kuwachukulia hatua maafisa wa polisi waliofyatua gesi ya kutoa machozi kwa mbunge korir - ncic .,Local News
2021-09-01,tl787,nhif needs reforms to improve services,nhif yahitaji mageuzi kuboresha huduma,Local News
2021-10-01,tl978,bisexuals complained of discrimination seeking services,bisexuals walalamikia ubaguzi kutafuta huduma,Local News
2020-04-13,bbc219,corona virus : 15 people recover from corona in kenya 11 new patients,virusi vya corona : watu 15 wapona corona nchini kenya wagonjwa wapya 11,Local News
2020-10-12,bbc390,corona virus : what awaits students in schools in kenya ?,virusi vya corona : nini kinawangoja wanafunzi katika shule nchini kenya ?,Local News
2021-06-13,tl273,chipu breaks the rugby rock to prepare for the africa cup .,chipu avunja mwamba wa raga kujiandaa na kombe la afrika .,Sports news
2020-05-05,bbc249,corona virus : who authorizes kenya to test the covid-19 vaccine,virusi vya corona : who yaidhinisha kenya kufanya majaribio ya chanjo ya covid-19,Health news
2021-06-11,tl257,fire burns more than 100 houses,moto wateketeza nyumba zaidi ya 100,Local News
2021-11-29,tl1108,member of parliament denied moving to uda,mbunge akanusha kuhamia uda,Local News
2021-05-12,tl1374,the chinese are changing direction and following more african languages including kiswahili,wachina wanabadili mwelekeo na kufuata lugha zaidi za kiafrika ikiwa ni pamoja na kiswahili,International news
2022-07-25,bbc515,kenyan election 2022 : what does the kenyan election mean for tanzania and east africa ?,uchaguzi wa kenya 2022 : uchaguzi wa kenya una maana gani kwa tanzania na afrika mashariki ?,Local News
2021-04-20,tl1273,research fails to provide a complete picture of cooperation between china and africa,utafiti washindwa kutoa picha kamili ya ushirikiano kati ya china na afrika,International news
2021-07-28,tl599,shock thieves robbing a bank in the daytime,wezi washtuka wakiibia benki mchana,Local News
2021-09-16,tl873,high taxes debts contribute to high oil prices,kodi kubwa madeni yachangia bei kubwa ya mafuta,Local News
2020-02-26,bbc169,what does the move by the central government to take over the administration of nairobi county mean ?,je hatua ya serikali kuu kuchukua uongozi wa kaunti ya nairobi inamaanisha nini ?,International news
2019-08-28,bbc17,has the plastic ban succeeded in kenya ?,je marufuku ya plastiki imefaulu nchini kenya ?,Local News
2022-07-25,bbc514,kenya : life in an environment of severe food shortages,kenya : maisha katika mazingira yenye uhaba mkubwa wa chakula,Local News
2021-12-04,tl1123,famous activist david kimengere returns to the country after 3 years in exile,mwanaharakati maarufu david kimengere arejea nchini baada ya kuishi uhamishoni kwa miaka 3,Local News
2021-02-14,tl1540,ruto 's lawyer replaces bensouda,wakili wa ruto achukua nafasi ya bensouda,Local News
2021-04-24,tl1289,covid : citizens blamed for ignoring rules,covid : wananchi walaumiwa kwa kupuuza sheria,Local News
2021-12-27,tl1157,man 's body found hanging at home south b,mwili wa mwanamume wapatikana ukining'inia nyumbani south b,Local News
2021-03-29,tl1808,shock while corona kills 5 county officers,mshtuko wakati corona yaua maafisa 5 wa kaunti,Local News
2021-04-08,tl1209,councilor in eight years for trying to save people convicted of drug trafficking,diwani katika kipindi cha miaka minane kwa kujaribu kuokoa watu waliopatikana na hatia ya biashara ya dawa za kulevya,Local News
2021-05-11,tl1393,ports : carriers offer terms to the government,bandari : wasafirishaji watoa masharti kwa serikali,Local News
2021-09-19,tl893,cbc : warning parents not to do extra work for children,cbc : kuwaonya wazazi kutofanya kazi ya ziada kwa watoto,Local News
2021-02-22,tl1600,mother curses her son in court,mama amlaani mwanawe mahakamani,Local News
2019-11-13,bbc78,teachers students are brought to the hospital after being exposed to chemicals while they were in the exam,walimu wanafunzi wanaletwa hospitalini baada ya kuathiriwa na kemikali walipokuwa kwenye mtihani,Health news
2021-09-20,tl894,kenyans flock to ug to buy fuel,wakenya wamiminika ug kununua mafuta,Local News
2021-03-29,tl1795,african airlines embrace digital passport technology to save business,shirika la ndege la afrika lakumbatia teknolojia ya pasipoti ya kidijitali kuokoa biashara,Local News
2021-05-29,tl1460,the person who was injured crossing the likoni ferry was paid sh418000,mtu aliyejeruhiwa akivuka kivuko cha likoni alilipwa sh418000,Local News
2021-04-07,bbc484,'no death caused by astrazeneca kenya vaccine ','hakuna kifo kilichosababishwa na chanjo ya astrazeneca kenya ',Health news
2021-03-15,tl1718,fear locust invasion reduces honey,hofu uvamizi wa nzige hupunguza asali,Local News
2020-08-04,bbc342,dan matakaya : my wife always destroyed my appearance with acid,dan matakaya : mke wangu kila mara aliharibu sura yangu kwa asidi,Local News
2021-04-12,tl1236,those who put 'rice ' in the customer 's alcohol were arrested,walioweka 'mchele ' kwenye pombe ya mteja walikamatwa,Local News
2021-07-28,tl601,sgr a good road is the great record of freedom - research,sgr barabara nzuri ni rekodi kubwa ya uhuru - utafiti,Local News
2021-06-02,bbc539,bbc rose : what caused me to eat my own excrement,bbc rose : nini kilisababisha nile kinyesi changu mwenyewe,Health news
2021-08-20,bbc569,bbi : rege is muted as mixed opinions are expressed about the court 's decision,bbi : rege amenyamazishwa huku maoni mseto yakitolewa kuhusu uamuzi wa mahakama,Local News
2021-01-27,bbc451,bbc rose : the woman who decided to quit her banking job and start building muscle,bbc rose : mwanamke ambaye aliamua kuacha kazi yake ya benki na kuanza kujenga misuli,Health news
2021-06-21,tl317,afc leopards youth are increasingly successful in the league,vijana wa afc leopards wazidi kufanikiwa ligini,Sports news
2021-02-11,tl1529,drugs depriving young people of a place in the army,dawa za kulevya kuwanyima vijana nafasi jeshini,Local News
2021-11-02,tl1073,police will be warned to ask citizens for 'fuel ',polisi watahadharishwa kuwaomba wananchi 'mafuta ',Local News
2022-02-08,bbc615,collins kibet : president moi 's grandson is evicted from the house he lives in in kenya,collins kibet : mjukuu wa rais moi afukuzwa kutoka kwa nyumba anayoishi nchini kenya,Local News
2020-05-19,bbc271,corona virus : why is this chef cooking while dancing ?,virusi vya corona : kwa nini mpishi huyu anapika huku akicheza ?,Entertainment news
2021-08-18,tl712,nanny accused of training her boss 's son `` sugar '',nanny atuhumiwa kumfundisha mtoto wa bosi wake `` sukari '',Local News
2019-12-11,bbc115,leadership danger hit nairobi after the governor 's misfortune,hatari ya uongozi ilikumba nairobi baada ya masaibu ya gavana,Local News
2021-06-13,tl279,governors now stomach about stalled projects,magavana sasa tumbo kuhusu miradi iliyokwama,Local News
2021-09-17,tl883,330000 girls get pregnant 2020 – report,wasichana 330000 kupata mimba 2020 - ripoti,Local News
2021-02-17,tl1567,mps allegedly receiving oil bills should be investigated,wabunge wanaodaiwa kupokea miswada ya mafuta wachunguzwe,Local News
2021-09-13,tl853,woman accused of stealing from military stores dfco,mwanamke ashtakiwa kwa kuiba kwenye maduka ya jeshi dfco,Local News
2021-05-24,tl1453,judge koome takes important office promising reform,jaji koome achukua ofisi muhimu kuahidi mageuzi,Local News
2021-05-17,tl1413,stinking in nairobi while nms ikisembea,kuzama nairobi wakati nms ikisembea,Local News
