date,id,news_heading_eng,news_heading_swa,News type
2021-06-03,tl169,vihiga assembly to discuss whether four ministers should be dismissed or not,bunge la vihiga kujadili iwapo mawaziri wanne wanapaswa kufutwa kazi au la,Local News
2022-02-02,tl17,history suits ruto raila 50:50,historia inamfaa ruto raila 50:50,Local News
2021-07-19,tl514,lonyangapuo spitting kanu forming a party,lonyangapuo atema kanu kuunda chama,Local News
2021-05-20,tl1432,coastal weather forecasters confuse residents,utabiri wa hali ya hewa pwani wachanganya wakazi,Local News
2021-03-29,tl1805,relief for the residents of machakos governor mutua reduces the cost of living,afueni kwa wakazi wa gavana wa machakos mutua yapunguza gharama ya maisha,Local News
2021-02-08,tl1513,alia 's mother cried for her case to be postponed,mama yake alia alia kesi yake kuahirishwa,Local News
2022-05-18,tl78,crops growing in arid areas have a great contribution to development,mazao yanayolima katika maeneo kame yana mchango mkubwa katika maendeleo,Local News
2021-02-02,tl1480,organizations blame dpp for dropping cases against police,mashirika yamlaumu dpp kwa kufuta kesi dhidi ya polisi,Local News
2021-07-13,tl484,104 ethiopians arrested after found living in three-room house in juja,waethiopia 104 wakamatwa baada ya kupatikana wakiishi katika nyumba ya vyumba vitatu juja,Local News
2021-02-15,tl1555,bbi chairman buried without political sparks,mwenyekiti wa bbi azikwa bila cheche za kisiasa,Local News
2021-03-25,tl1781,mku plan to build a modern hospital,mpango wa mku kujenga hospitali ya kisasa,Health news
2021-02-26,tl1616,a businessman was brutally murdered - investigation,mfanyabiashara auawa kikatili - uchunguzi,Local News
2021-08-17,tl704,a member of parliament and 30 passengers survive when the plane crashes in the air,mbunge na abiria 30 wanusurika wakati ndege hiyo ilipoanguka angani,Local News
2021-06-23,tl342,the government condescends about orders for churches,serikali yalaani kuhusu maagizo kwa makanisa,Local News
2021-03-14,tl1713,the nanny who injured the children of the employer who fired her is arrested,nanny aliyewajeruhi watoto wa mwajiri aliyemfukuza kazi akamatwa,Local News
2021-02-21,tl1589,boarding schools should be banned – kuppet,shule za bweni zinapaswa kupigwa marufuku - kuppet,Local News
2021-05-18,tl1417,residents of nyandarua celebrate donkey day in the country,wakazi wa nyandarua washerehekea siku ya punda nchini,Local News
2021-07-23,tl569,magoha was angry with his officials for failing to play the video .,magoha alikasirishwa na maafisa wake kwa kushindwa kucheza video hiyo .,Local News
2021-07-04,tl451,politics is a thorn for mumias sugar,siasa ni mwiba kwa sukari ya mumias,Local News
2021-02-07,tl1503,everton crushed man-united 's hopes of winning the epl title,everton yavunja matumaini ya man-united kushinda taji la epl,Sports news
2021-07-27,tl594,breeders and traders are encouraged to evaluate how to transport livestock,wafugaji na wafanyabiashara wahimizwa kutathmini namna ya kusafirisha mifugo,Local News
2021-10-01,tl978,bisexuals complained of discrimination seeking services,bisexuals walalamikia ubaguzi kutafuta huduma,Local News
2021-06-21,tl320,the chipu footballers enter the camp at brookhouse for the african championship,wanasoka wa chipu wakiingia kambini brookhouse kwa ajili ya michuano ya afrika,Sports news
2021-07-31,tl615,the ministry fails to mention the full amount of funds used to revive the 4k-club program,wizara yashindwa kutaja kiasi kamili cha fedha kinachotumika kufufua mpango wa klabu 4k,Financial news
2021-06-12,tl271,will 'ardhi sasa ' network be able to stop land scammers in nairobi and kenya in general ?,je mtandao wa 'ardhi sasa ' utaweza kuwazuia matapeli wa ardhi jijini nairobi na kenya kwa ujumla ?,Local News
2021-03-11,tl1694,# wifematerial complicated show put eric omondi in trouble,# wifematerial kipindi kigumu chamuweka eric omondi matatani,Local News
2021-02-25,tl1612,24 percent of kenyans are at risk of starvation,asilimia 24 ya wakenya wako katika hatari ya kufa njaa,Local News
2021-09-27,tl940,the one who pretended to be sterile and entered knh to steal a child was tested for madness,yule aliyejifanya mwendawazimu na kuingia knh kuiba mtoto alipimwa kwa wazimu,Local News
2021-03-03,tl1644,you have dishonored us the barbers shouted at boniface mwangi,mmetudharau vinyozi walimfokea boniface mwangi,Local News
2021-05-31,tl1468,loss fear elephants invading villages,hasara waogopa tembo kuvamia vijiji,Local News
2021-04-30,tl1321,ramadhan : fasting ramadan is not torture but a gift for a believer,ramadhan : kufunga ramadhani sio mateso bali ni zawadi kwa muumini,Local News
2021-04-20,tl1272,hotel owners oppose bed tax .,wamiliki wa hoteli wapinga kodi ya vitanda .,Financial news
2021-04-24,tl1289,covid : citizens blamed for ignoring rules,covid : wananchi walaumiwa kwa kupuuza sheria,Local News
2021-08-21,tl727,attorney general to appeal bbi to the supreme court,mwanasheria mkuu kukata rufaa bbi mahakama kuu,Local News
2021-06-13,tl276,court : it 's time for the president to accept summons,mahakama : ni wakati wa rais kukubali kuitwa,Local News
2021-12-06,tl1129,mku collaborate with st patrick 's thika special school,mku yashirikiana na shule maalum ya st patrick 's thika,Local News
2021-06-07,tl191,controversy regarding the plan to handover mumias sugar to new management,utata kuhusu mpango wa kukabidhi sukari ya mumias kwa usimamizi mpya,Local News
2021-07-19,tl521,falls kill 23 as rain crushes city,maporomoko yaua watu 23 huku mvua ikinyesha mjini,Local News
2021-02-07,tl1504,kenyan women pay double to access m-pesa services compared to men - study,wanawake wa kenya hulipa mara mbili kupata huduma za m-pesa ikilinganishwa na wanaume - utafiti,Local News
2021-06-25,tl403,it 's supposed to be neat where should we go ? ',inatakiwa kuwa nadhifu tuende wapi ? '',Local News
2021-07-17,tl496,many questions arise regarding how kangogo died,maswali mengi yaibuka kuhusu jinsi kangogo alivyokufa,Local News
2021-05-19,tl1429,kenya is facing a severe shortage of corona vaccine,kenya inakabiliwa na uhaba mkubwa wa chanjo ya corona,Health news
2021-05-07,tl1360,chiefs now paid money to raise incentives,machifu sasa walipwa pesa kuongeza motisha,Local News
2021-05-27,tl1457,nmg sets aside a day for the use of kiswahili once a month,nmg yatenga siku kwa ajili ya matumizi ya kiswahili mara moja kwa mwezi,Local News
2021-09-01,tl786,characteristics that make garga famous,sifa zinazomfanya garga kuwa maarufu,Entertainment news
2021-03-06,tl1666,beach cleanup program launched,programu ya kusafisha ufukweni yazinduliwa,Local News
2021-06-30,tl420,eight students in the rehabilitation center receive funding to continue with high school education,wanafunzi wanane wa kituo cha ukarabati wapata ufadhili waendelea na elimu ya sekondari,Local News
2021-10-19,tl1047,kibicho warns hooligans who plan to disrupt kirinyaga heroes celebrations,kibicho awaonya wahuni wanaopanga kuvuruga sherehe za mashujaa wa kirinyaga,Local News
2021-04-13,tl1239,knec start revising kcse this week,knec kuanza kurekebisha kcse wiki hii,Local News
2021-09-17,tl880,munyes and keter are called by the senate regarding oil prices,munyes na keter waitwa na seneti kuhusu bei ya mafuta,Local News
2021-07-08,tl465,tanzia : hillary ng'weno dies leaving a history desired by journalists,tanzia : hillary ng'weno afariki dunia aacha historia inayotamaniwa na waandishi wa habari,Local News
2021-08-24,tl734,the major disadvantage of the conference of governors being cancelled,hasara kubwa ya mkutano wa magavana kufutwa,Local News
2021-05-05,tl1347,president kenyatta invited to be guest of honor when tanzania celebrates 60 years of independence,rais kenyatta aalikwa kuwa mgeni wa heshima wakati tanzania inaadhimisha miaka 60 ya uhuru,Local News
2021-03-05,tl1661,nabulindo promises to unite the residents of matungu,nabulindo aahidi kuwaunganisha wakazi wa matungu,Local News
2021-02-14,tl1544,covid-19 : kenya confirms 75 new visas,covid-19 : kenya yathibitisha visa mpya 75,Local News
2021-07-22,tl558,the sacked judge claims he was dismissed without procedure,jaji aliyefukuzwa adai alifukuzwa kazi bila utaratibu,Local News
2022-07-27,tl152,raila 's reasons for folding tail,sababu za raila kukunja mkia,Local News
2021-09-07,tl816,kenya receives 880320 doses of moderna vaccine,kenya yapokea dozi 880320 za chanjo ya moderna,Health news
2021-08-28,tl759,4 counties western region to get new vaccinations,4 kaunti za mkoa wa magharibi kupata chanjo mpya,International news
2021-05-10,tl1371,ask the government not to allow the sale of donkey meat,iomba serikali isiruhusu uuzaji wa nyama ya punda,Local News
2021-09-26,tl930,bees attacked and killed an old man who attended his grandson 's funeral,nyuki walimshambulia na kumuua mzee aliyehudhuria mazishi ya mjukuu wake,Local News
2021-06-23,tl345,messi helped argentina qualify for the copa america quarter finals,messi aliisaidia argentina kufuzu kwa robo fainali ya copa america,Sports news
2021-07-02,tl423,the 11 soldiers who died in the helicopter crash were fully dedicated ',askari 11 waliofariki katika ajali ya helikopta walijitolea kikamilifu ',Local News
2021-04-06,tl1196,the way we fought with wild lions let nusra finish us off .,jinsi tulivyopambana na simba wa mwituni acha nusra atumalize .,Local News
2021-09-19,tl893,cbc : warning parents not to do extra work for children,cbc : kuwaonya wazazi kutofanya kazi ya ziada kwa watoto,Local News
2021-05-27,tl1459,the court beats uhuru kiboko again saying he ignored the constitution,mahakama yampiga uhuru kiboko tena ikisema alipuuza katiba,Local News
2022-06-21,tl113,ruto kicks journalists out of his conference he organized in nakuru,ruto awafukuza waandishi wa habari nje ya kongamano lake aliloandaa nakuru,Local News
2021-09-29,tl955,mps criticize tsc for burdening teachers with extra training,wabunge wakosoa tsc kwa kuwabebesha mzigo walimu mafunzo ya ziada,Local News
2021-06-24,tl382,let 's not celebrate mps opposing the bread tax,tusisherehekee wabunge wanaopinga kodi ya mkate,Local News
2021-02-17,tl1565,it turns out that the airport relies on gourds to fetch water,inageuka kuwa uwanja wa ndege unategemea gourds kuchota maji,Local News
2021-07-22,tl559,eid : leaders break islamic custom for political reasons,eid : viongozi wavunja desturi ya kiislamu kwa sababu za kisiasa,Local News
2021-03-25,tl1778,teachers who will correct kcpe will be in a safe environment - magoha .,walimu watakaosahihisha kcpe watakuwa katika mazingira salama - magoha .,Local News
2021-05-04,tl1338,the solution convoy caused congestion mombasa road,msafara wa suluhisho ulisababisha msongamano barabara ya mombasa,Local News
2021-12-04,tl1123,famous activist david kimengere returns to the country after 3 years in exile,mwanaharakati maarufu david kimengere arejea nchini baada ya kuishi uhamishoni kwa miaka 3,Local News
2021-12-13,tl1138,one suspect arrested police find 38 liters of illegal alcohol in makongeni,mtuhumiwa mmoja akamatwa polisi wabaini lita 38 za pombe haramu makongeni,Local News
2021-04-14,tl1245,advice : the main purpose of fasting is to enable muslims to gain god-fear,ushauri : lengo kuu la kufunga ni kuwawezesha waislamu kupata hofu ya mungu,Local News
2021-09-28,tl945,tea farmers to be paid high bonus next year,wakulima wa chai kulipwa bonasi kubwa mwakani,Local News
2021-03-11,tl1693,members of parliament disrupt activities in parliament complaining about the delay of ng-cdf,wabunge wavuruga shughuli bungeni wakilalamikia ucheleweshaji wa ng-cdf,Local News
2021-04-10,tl1223,rape to remain in prison,ubakaji kubaki gerezani,Local News
2021-10-21,tl1057,chief justice to swear in six judges if president uhuru kenyatta does not swear in within 14 days,jaji mkuu kuwaapisha majaji sita iwapo rais uhuru kenyatta hataapa ndani ya siku 14,Local News
2021-02-21,tl1590,jamvi : weta wing musalia kalonzo moi watia raila ruto wasiwasi,jamvi : weta wing musalia kalonzo moi watia raila ruto wasiwasi,Local News
2021-06-08,tl207,national supaligi : coast stima loses third match in a row,supaligi ya taifa : pwani stima yapoteza mechi ya tatu mfululizo,Sports news
2021-07-29,tl610,county repairs bad but popular road,kata yakarabati barabara mbaya lakini maarufu,Local News
2021-04-06,tl1194,uhuru is advised to imitate kibaki,uhuru ashauriwa kuiga kibaki,Local News
2021-05-16,tl1409,old man thrown out of sgr found alive 4 days later,mzee aliyetupwa nje ya sgr apatikana hai siku 4 baadaye,Local News
2021-02-09,tl1519,sonko was taken to court by ambulance,sonko alipelekwa mahakamani kwa gari la wagonjwa,Local News
2021-03-19,tl1745,magufuli did n't have time to pamper kenyans,magufuli hakuwa na muda wa kuwapiga wakenya,Local News
2021-07-20,tl531,a sociologist who started a company that adds value to ingredients,mwanasosholojia aliyeanzisha kampuni inayoongeza thamani kwa viungo,Local News
2022-05-03,tl62,member of parliament pressuring the deputy president to resign,mbunge akimshinikiza naibu rais ajiuzulu,Local News
2021-07-19,tl527,rashford staying out for two months deciding to have surgery on his shoulder,rashford kukaa nje kwa miezi miwili kuamua kufanyiwa upasuaji begani mwake,Local News
2021-06-08,tl201,let arai women appear more politically,acha wanawake wa arai wajitokeze zaidi kisiasa,Local News
2021-09-30,tl960,muslims go to saudi arabia for umrah,waislamu waenda saudi arabia kwa umrah,Local News
2021-10-01,tl976,tsc should be transparent and fair in the training program,tsc inapaswa kuwa wawazi na waadilifu katika mpango wa mafunzo,Local News
2021-03-13,tl1710,a grandmother asks the court not to release her son from prison,bibi aiomba mahakama isimwachie huru mwanawe kutoka gerezani,Local News
2021-06-08,tl210,national integration is one of the important goals of education appreciate it !,ushirikiano wa taifa ni moja ya malengo muhimu ya elimu thamini !,Local News
2021-02-15,tl1551,kdf is surprised by makurutu having certificates with different names,kdf yashangazwa na makurutu kuwa na vyeti vyenye majina tofauti,Local News
2021-07-20,tl537,sexual abuse is a threat to young sportsmen,unyanyasaji wa kijinsia ni tishio kwa wanamichezo chipukizi,Local News
2021-07-20,tl532,counties are encouraged to allocate sufficient financial allocation to the agricultural sector,kaunti zahimizwa kutenga mgao wa kutosha wa kifedha kwa sekta ya kilimo,International news
2021-08-23,tl731,government seeking commercial ports,serikali kutafuta bandari za kibiashara,Local News
2021-09-14,tl854,avocado especially helps women dissolve belly fat,parachichi hasa husaidia wanawake kuyeyusha mafuta ya tumbo,Health news
2021-06-24,tl369,we will not allow non degree aspirants – odm,hatutaruhusu wagombea wasio na shahada - odm,Local News
2021-04-07,tl1200,kcpe results released this month,matokeo ya kcpe yaliyotolewa mwezi huu,Local News
2021-03-15,tl1718,fear locust invasion reduces honey,hofu uvamizi wa nzige hupunguza asali,Local News
2021-08-17,tl702,natembeya fires security officers,natembeya yawafuta kazi maofisa usalama,Local News
2022-04-21,tl48,arteta admits he has n't been treating nketiah fair by feeding him on the bench at arsenal,arteta akiri kuwa hajakuwa akimtendea haki nketiah kwa kumlisha benchi arsenal,Sports news
2021-05-04,tl1336,the fear of leaders drowns the youth in terrorism - judge said,hofu ya viongozi yawazamisha vijana katika ugaidi - jaji said,Local News
2021-06-25,tl401,the away goal rule is abolished from european football,kanuni ya goli la ugenini yafutwa katika soka la ulaya,Sports news
2021-07-15,tl490,police interrogate a young man who admitted kidnapping and killing 13 children,polisi wamhoji kijana mmoja aliyekiri kuwateka nyara na kuwaua watoto 13,Local News
2021-02-16,tl1558,imf to lend kenya sh262b to revive the economy,imf kuikopesha kenya sh262b kufufua uchumi,Financial news
2021-07-28,tl602,hope the belgian organization funds well drilling in the ganze constituency,tumaini shirika la ubelgiji linafadhili uchimbaji mzuri katika eneo bunge la ganze,Local News
2021-07-27,tl591,mumias : members of parliament want the bureaucrat to issue an income report,mumias : wabunge wanataka mrasimu atoe ripoti ya mapato,Local News
2021-07-19,tl525,livestock thieves killed in samburu,wezi wa mifugo wauawa samburu,Local News
2021-04-21,tl1281,mck 's complaint to dci,malalamiko ya mck kwa dci,Local News
2021-03-22,tl1760,waititu 's widow is given jubilee juja ticket,mjane wa waititu apewa tikiti ya jubilee juja,Local News
2021-11-06,tl1081,seven cell phone theft suspects are arrested,washukiwa saba wa wizi wa simu za mkononi wakamatwa,Local News
2021-02-20,tl1585,unknown disease slaughters 2000 sheep in gilgil,ugonjwa usiojulikana wachinja kondoo 2000 gilgil,Local News
2021-09-29,tl957,if we reduce the price of oil we will be burdened to finance government activities - ministry of finance,tukipunguza bei ya mafuta tutaelemewa mzigo wa kugharamia shughuli za serikali - wizara ya fedha,Local News
2022-03-04,tl31,leopards players continue their strike,wachezaji wa chui waendelea na mgomo wao,Sports news
2021-05-23,tl1443,muturi to be appointed speaker mli kenya,muturi kuteuliwa kuwa spika mli kenya,Local News
2021-10-04,tl992,how presidents avoid taxes and hide billions abroad,jinsi marais wanavyokwepa kodi na kuficha mabilioni nje ya nchi,Financial news
2021-08-06,tl651,6500 graduates from mku advised to be creative,wahitimu 6500 kutoka mku washauriwa kuwa wabunifu,Local News
2021-06-04,tl176,nakuru to be a city if the president approves the decision of the senators,nakuru kuwa mji iwapo rais ataidhinisha uamuzi wa maseneta,Local News
2022-07-06,tl131,advocate requests kws to be given more funding,wakili aomba kws kupewa ufadhili zaidi,Local News
2021-02-07,tl1505,arrested after killing his wife and two children,akamatwa baada ya kumuua mkewe na watoto wawili,Local News
2022-06-15,tl105,blow for sonko if iebc outsmarts him first round,pigo kwa sonko iwapo iebc itamzidi raundi ya kwanza,Local News
2021-03-05,tl1664,nmg reporter pauline ongaji atuzwa,mwandishi wa nmg pauline ongaji atuzwa,Local News
2021-05-08,tl1363,18 mourners die in an accident,waombolezaji 18 wafariki katika ajali,Local News
2021-04-19,tl1269,sharon 's murder trial officially begins dpp says .,kesi ya mauaji ya sharon inaanza rasmi dpp anasema .,Local News
2021-09-22,tl904,members of parliament blamed for the bad state of the economy,wabunge walaumiwa kwa hali mbaya ya uchumi,Financial news
2021-03-24,tl1772,kcpe candidate dies after giving birth another candidate 's family mourns after girl slips on bridge and dies,mgombea wa kcpe afariki baada ya kujifungua familia ya mgombea mwingine yaomboleza baada ya msichana kuteleza darajani na kufariki,Local News
2021-06-05,tl187,call for 10 house elders to be paid to distribute service cards no,wito kwa wazee wa nyumba 10 kulipwa kusambaza kadi za huduma hapana,Local News
2022-03-25,tl41,sabina chege says karua has the influence to attract many votes for the resolution,sabina chege asema karua ana ushawishi wa kuvutia kura nyingi kwa azimio hilo,Local News
2021-06-10,tl224,news that 's it !,habari ndivyo ilivyo !,Entertainment news
2021-03-14,tl1712,catholic headquarters vatican in danger of bankruptcy,makao makuu ya kanisa katoliki vatican katika hatari ya kufilisika,Financial news
2021-09-11,tl838,matiang ' i under strict protection,matiang ' i chini ya ulinzi mkali,Local News
2021-06-22,tl324,the government condescends about orders for churches,serikali yalaani kuhusu maagizo kwa makanisa,Local News
2021-04-13,tl1237,mku on the front line in sports matters,mku kwenye mstari wa mbele katika masuala ya michezo,Sports news
2022-06-25,tl119,experts now want 15-year-old students to be given condoms and contraceptives,wataalamu sasa wanataka wanafunzi wenye umri wa miaka 15 wapewe kondomu na njia za uzazi wa mpango,Health news
2021-06-13,tl278,iebc educates kenyans how to dismiss leaders .,iebc yaelimisha wakenya jinsi ya kuwafukuza viongozi .,Local News
2021-06-11,tl240,budget to jack all major coastal projects,bajeti ya jack miradi yote mikubwa ya pwani,Financial news
2021-08-14,tl689,brothers killed by police buried four others killed in kajiado,ndugu wauawa na polisi wazika wengine wanne wauawa kajiado,Local News
2021-09-16,tl873,high taxes debts contribute to high oil prices,kodi kubwa madeni yachangia bei kubwa ya mafuta,Local News
2022-04-26,tl53,when kibaki came to court to defend himself,kibaki alipofika mahakamani kujitetea,Local News
2021-11-16,tl1093,demonstrators take dead bodies to the government office,waandamanaji wapeleka maiti katika ofisi ya serikali,Local News
2021-04-03,tl1179,no more paying for parking in the city,hakuna tena kulipia maegesho jijini,Local News
2021-10-01,tl975,we have served our customers in the time of corona - safaricom,tumewahudumia wateja wetu wakati wa corona - safaricom,Local News
2021-06-11,tl244,icc wants six sudanese warlords to be surrendered .,icc inataka wababe sita wa kivita wa sudan wasalimishwe .,Local News
2021-08-06,tl649,one killed in argument over two youths,mmoja auawa katika mabishano dhidi ya vijana wawili,Local News
2021-03-28,tl1793,13 people were killed by corona,watu 13 wauawa na corona,Local News
2021-05-23,tl1445,kisumu is still high with new cases of corona,kisumu bado iko juu huku visa vipya vya corona,Local News
2022-07-03,tl126,eacc seizing the assets of holders of fake certificates,eacc yakamata mali za wamiliki wa vyeti bandia,Local News
2022-06-11,tl101,residents of gatundu receive macadamia seedlings,wakazi wa gatundu wapokea miche ya macadamia,Local News
2021-04-12,tl1235,household elders threaten to curse those who insinuated the deputy governor,wazee wa kaya watishia kuwalaani waliomkashifu naibu gavana,Local News
2021-07-19,tl523,when will we learn ?,je ni tutajifunza lini ?,Local News
2021-05-21,tl1439,uhuru and raila travel by train to kisumu city,uhuru na raila wasafiri kwa treni hadi jiji la kisumu,Local News
2021-05-13,tl1386,two mku students receive funding for their commercial innovation,wanafunzi wawili wa mku wapata ufadhili kwa ubunifu wao wa kibiashara,Local News
2021-03-12,tl1701,kidero admits to communicate with raila infected with corona,kidero akiri kuwasiliana na raila aliyeambukizwa corona,Local News
2021-09-16,tl872,wario and soi fined sh109 million or 20 years in prison in the rio saga,wario na soi watozwa faini ya sh109 milioni au kifungo cha miaka 20 jela katika sakata la rio,Local News
2021-06-12,tl262,we were not allocated referendum funds iebc clarifies .,hatukutengewa fedha za kura ya maoni iebc yafafanua .,Local News
2021-03-12,tl1702,matiang ' i orders fraud networks to be disrupted in the tea industry,matiang ' i aagiza mitandao ya ulaghai kuvurugwa katika sekta ya chai,Local News
2021-05-23,tl1446,the number of young people in agriculture and animal husbandry is very low - organizational studies .,idadi ya vijana katika kilimo na ufugaji wa wanyama ni ndogo sana - mafunzo ya shirika .,Local News
2021-05-11,tl1390,kcpe failed crows in kcse,kcpe ilishindwa kunguru katika kcse,Local News
2021-07-24,tl577,the one who tried to kill the police should stay in industrial prison,aliyejaribu kuwaua polisi abaki kwenye gereza la viwanda,Local News
2022-07-10,tl137,confirmation milk import from uganda is not banned,uthibitisho uagizaji wa maziwa kutoka uganda haujapigwa marufuku,Local News
2021-08-10,tl669,chiefs express fears about hunger,machifu waelezea hofu kuhusu njaa,Local News
2021-09-28,tl944,experts warn against using p2 pills arbitrarily,wataalamu waonya dhidi ya kutumia vidonge vya p2 kiholela,Local News
2021-07-03,tl428,two policemen shoot each other while arguing with a girl,polisi wawili wapigana risasi wakibishana na msichana,Local News
2021-03-28,tl1792,nakuru health officer buried .,afisa wa afya wa nakuru azikwa .,Local News
2021-04-18,tl1266,nairobi expressway disrupts travel until 2022,nairobi expressway yavuruga usafiri hadi 2022,Local News
2021-06-17,tl300,naromoru residents are encouraged to observe laws and strategies to prevent covid-19 at weddings and funerals,wakazi wa naromoru wanahimizwa kuzingatia sheria na mikakati ya kuzuia covid-19 katika harusi na mazishi,Local News
2021-05-22,tl1442,every port in kenya has its own director general .,kila bandari nchini kenya ina mkurugenzi mkuu wake .,Local News
2021-04-27,tl1307,jsc appoints martha koome as chief justice,jsc yamteua martha koome kuwa jaji mkuu,Local News
2021-03-11,tl1689,more than 3000 people suffer from water shortage in east lamu,zaidi ya watu 3000 wanakabiliwa na uhaba wa maji lamu mashariki,Local News
2021-06-23,tl332,'odm partnership jubilee hot to be away ','ushirikiano wa odm jubilee moto kuwa mbali ',Local News
2021-06-23,tl335,heko facebook shuts down hate accounts ethiopia,heko facebook yafunga akaunti za chuki ethiopia,International news
2021-04-22,tl1282,police charged with calling for bribe from boda boda waiter,polisi washtakiwa kwa kuitisha hongo kutoka kwa mhudumu wa boda boda,Local News
2021-08-26,tl750,bishop agrees to take care of stepchild,askofu akubali kumtunza mtoto wa kambo,Local News
2021-06-05,tl185,kdf kill two al-shabab terrorists,kdf yaua magaidi wawili wa al-shabab,Local News
2021-04-05,tl1184,easter loss for beach hotel owners,hasara ya pasaka kwa wamiliki wa hoteli za pwani,Local News
2021-07-20,tl539,man accused of rape .,mtuhumiwa wa ubakaji .,Local News
2021-08-25,tl741,millions wasted on poor projects,mamilioni wapotea kwenye miradi mibovu,Financial news
2021-02-24,tl1606,call on the government not to bring the country into more debts,wito kwa serikali kutoiingiza nchi kwenye madeni zaidi,Financial news
2022-07-28,tl153,tahariri : serikali iepuke kuwasaliti raia kila inapowahamisha,tahariri : serikali iepuke kuwasaliti raia kila inapowahamisha,Local News
2021-03-15,tl1721,families begin to move from the ngong river,familia zaanza kuhama kutoka mto ngong,Local News
2021-08-28,tl763,order students who failed to join wasakwe secondary,agiza wanafunzi walioshindwa kujiunga na sekondari ya wasakwe,Local News
2021-07-24,tl571,new law : men cheated on women !,sheria mpya : wanaume walidanganya wanawake !,Local News
2021-06-20,tl309,speaker muturi urges doctors to use technology for treatment,spika muturi awataka madaktari kutumia teknolojia kwa matibabu,Local News
2021-06-08,tl212,ayimba 's last journey begins with mass of the dead south b,safari ya mwisho ya ayimba yaanza na misa ya wafu kusini b,Entertainment news
2021-07-17,tl502,kaa gent playing okumu raises sh5.7 million to help flood victims in belgium .,kaa gent kucheza okumu huchangisha sh5.7 milioni kuwasaidia waathiriwa wa mafuriko nchini ubelgiji .,Sports news
2021-05-03,tl1332,gatundu farmers receive coffee funds,wakulima wa gatundu wapokea fedha za kahawa,Local News
2021-07-17,tl501,karo : magoha warns teachers not to dismiss students,karo : magoha awaonya walimu kutowafukuza wanafunzi,Local News
2021-04-27,tl1308,tanzia : former national editor today dies,tanzia : aliyekuwa mhariri wa taifa leo afariki dunia,Local News
2021-04-25,tl1295,the government cancels the contract of the fish factory,serikali yafuta mkataba wa kiwanda cha samaki,Local News
2022-06-07,tl94,leaders praise iebc for tightening the ropes,viongozi waipongeza iebc kwa kukaza kamba,Local News
2021-09-16,tl874,price : kenyans are out of breath,bei : wakenya hawana pumzi,Local News
2021-05-12,tl1378,kenya suspends flights to somalia,kenya yasitisha safari zake za ndege kwenda somalia,Local News
2022-07-26,tl150,police are looking for the owner of the truck that transported marijuana,polisi wanamtafuta mmiliki wa lori lililosafirisha bangi,Local News
2021-07-07,tl463,principals who continue to charge additional fees should be punished,wakuu wanaoendelea kutoza ada za ziada waadhibiwe,Local News
2021-08-30,tl766,mungiki member threatens to kill landilodi,mwanachama wa mungiki atishia kuua landilodi,Local News
2022-04-30,tl58,bishop muheria urges politicians to imitate kibaki 's example,askofu muheria awataka wanasiasa kuiga mfano wa kibaki,Local News
2022-02-05,tl22,uhuru names ways to convince raila,uhuru ataja njia za kumshawishi raila,Local News
2021-07-17,tl499,minister announces holiday tuesday muslims celebrate idd-ul-adha,waziri atangaza sikukuu jumanne waislamu washerehekea idd-ul-adha,Local News
2021-10-01,tl980,call for organizations to collaborate to spread biotechnology in the country,wito kwa mashirika kushirikiana kueneza bioteknolojia nchini,Local News
2021-06-02,tl163,uhuru excites the crowd by inviting raila to address the deputy president,uhuru asisimua umati kwa kumwalika raila kuhutubia naibu rais,Local News
2021-06-03,tl172,judges criticize uhuru prevent him from discussing cases bbi,majaji wamkosoa uhuru wamzuie kujadili kesi bbi,Local News
2021-04-26,tl1301,knut yasaka seeks funds to organize the conference of delegates,knut yasaka yatafuta fedha kuandaa mkutano wa wajumbe,Local News
2021-06-12,tl266,the building that began to be built in moi 's time will be allocated a budget of sh500 million,jengo lililoanza kujengwa wakati wa moi litatengewa bajeti ya sh500 milioni,Financial news
2021-04-14,tl1241,nyoro discusses with councilors how to revive stalled projects thika,nyoro ajadiliana na madiwani jinsi ya kufufua miradi iliyokwama thika,Local News
2021-07-26,tl586,mathira member of parliament accused of sh7.4billion corruption,mbunge wa mathira atuhumiwa kwa rushwa ya sh7.4 bilioni,Local News
2021-06-02,tl164,saint george ethiopia kenyans pray for matasi 's relief after a serious road accident,mtakatifu george ethiopia wakenya waombea afueni ya matasi baada ya ajali mbaya ya barabarani,Local News
2021-04-17,tl1262,coach ronald koeman will be fired if barcelona does not win any title this season,kocha ronald koeman atatimuliwa iwapo barcelona haitashinda taji lolote msimu huu,Sports news
2021-03-13,tl1709,did you score d kcse ? you may not be allowed to join the police,ulifunga d kcse ? huenda usiruhusiwe kujiunga na polisi,Local News
2021-09-22,tl909,sugar scandal emerges four directors charged with sh79 million fraud,kashfa ya sukari yaibuka wakurugenzi wanne washtakiwa kwa udanganyifu wa sh79 milioni,Local News
2021-08-09,tl659,covid : tourism stakeholders complain of discrimination,covid : wadau wa utalii walalamikia ubaguzi,Local News
2021-11-29,tl1108,member of parliament denied moving to uda,mbunge akanusha kuhamia uda,Local News
2021-05-29,tl1460,the person who was injured crossing the likoni ferry was paid sh418000,mtu aliyejeruhiwa akivuka kivuko cha likoni alilipwa sh418000,Local News
